project_id,project_name,project_type,total_value,cofinancing_value,regions,beneficiary_name,currency,country,years
334,Modernizacja wybranych dworców przy linii kolejowej nr 7 na odcinku Warszawa - Dorohusk wraz z dworcem na st. Kraśnik położonym przy linii 68,['transport'],73092564.78,43118356.03,"['lubelskie', ' mazowieckie']",POLSKIE KOLEJE PAŃSTWOWE S.A.,PLN,Poland,2014-2020
335,Zakup platform podkontenerowych do obsługi połączeń intermodalnych,['transport'],87529358.01,43069255.5,['projekt ogólnopolski'],CLIP INTERMODAL SP. Z O.O.,PLN,Poland,2014-2020
336,"Katowicki System Zintegrowanych Węzłów Przesiadkowych – Węzeł „Sądowa""",['transport'],65821131.33,43047280.49,['śląskie'],MIASTO KATOWICE,PLN,Poland,2014-2020
337,Obwodnica południowa Jeleniej Góry - Etap II,['transport'],55911344.68,42872866.09,['dolnośląskie'],MIASTO JELENIA GÓRA,PLN,Poland,2014-2020
338,Przebudowa torowisk w ulicach: Wierzbięcice i 28 Czerwca 1956 roku,['transport'],91449701.86,42837207.48,['wielkopolskie'],MIASTO POZNAŃ,PLN,Poland,2014-2020
339,Utworzenie centrum przesiadkowego w Sokołowie Podlaskim wraz z rozbudową powiązanego z nim układu komunikacyjnego powiatu sokołowskiego,['environmental'],65281969.86,42759829.9,['mazowieckie'],POWIAT SOKOŁOWSKI,PLN,Poland,2014-2020
340,Sieć NGA dla obszaru skierniewickiego 3.1.10.19,['Other'],76436241.78,42718233.75,['łódzkie'],NEXERA SPÓŁKA Z O.O.,PLN,Poland,2014-2020
341,Polska Sieć Laboratoriów EMC (EMC - LabNet),['education'],69437453.74,42614671.57,"['dolnośląskie', ' mazowieckie', ' podkarpackie', ' podlaskie', ' pomorskie']",POLITECHNIKA WROCŁAWSKA,PLN,Poland,2014-2020
342,"Niezawodne i trwałe w eksploatacji, nowoczesne szyny kolejowe o długości 120 m, charakteryzujące się wysokimi właściwościami mechanicznymi, dużą odpornością na pękanie oraz zmodyfikowaną mikrostrukturą materiału w wyniku modernizacji procesu chłodzenia po walcowaniu.",['development of the corporations'],105121392.1,42510920.65,['śląskie'],ARCELORMITTAL POLAND S.A.,PLN,Poland,2014-2020
343,Przebudowa drogi wojewódzkiej nr 102 na odcinku Łukęcin-Lędzin,['transport'],52999999.98,42499999.95,['zachodniopomorskie'],WOJEWÓDZTWO ZACHODNIOPOMORSKIE,PLN,Poland,2014-2020
344,SZANSA - nowe możliwości dla dorosłych.,"['research and study', 'work and social development']",44985215.84,42416560.02,['projekt ogólnopolski'],FUNDACJA ROZWOJU SYSTEMU EDUKACJI,PLN,Poland,2014-2020
345,Odtworzenie pierwotnej pojemności zbiornika przystopniowego w Rzeszowie na rzece Wisłok.,['environmental'],70454253.29,42299103.77,['podkarpackie'],PAŃSTWOWE GOSPODARSTWO WODNE WODY POLSKIE - REGIONALNY ZARZĄD GOSPODARKI WODNEJ W RZESZOWIE,PLN,Poland,2014-2020
346,Lekcja: enter,['telecommunication and e-commerce'],49995238.29,42272373.41,['projekt ogólnopolski'],FUNDACJA ORANGE,PLN,Poland,2014-2020
347,Rewitalizacja części Śródmieścia Miasta Lublin,['revitalization'],67215094.53,42258218.64,['lubelskie'],GMINA LUBLIN,PLN,Poland,2014-2020
348,Centrum Mistrzostwa Informatycznego,"['research and study', 'work and social development', 'telecommunication and e-commerce']",50253134.34,42215230.66,['projekt ogólnopolski'],POLITECHNIKA ŁÓDZKA,PLN,Poland,2014-2020
349,Mazurska Pętla Rowerowa/ Etap I,['environmental'],61350629.28,42074998.95,['warmińsko-mazurskie'],STOWARZYSZENIE WIELKIE JEZIORA MAZURSKIE 2020,PLN,Poland,2014-2020
350,Zakup taboru kolejowego: nowoczesnych elektrycznych zespołów trakcyjnych na potrzeby rozwoju kolei małopolskich (POIiŚ 2014-2020),['transport'],110161348.8,41735522.86,['małopolskie'],WOJEWÓDZTWO MAŁOPOLSKIE,PLN,Poland,2014-2020
351,Budowa zintegrowanego centrum przesiadkowego w Pszczynie wraz z niezbędną infrastrukturą towarzyszącą,['transport'],53025981.25,41648947.45,['śląskie'],POWIAT PSZCZYŃSKI,PLN,Poland,2014-2020
352,Budowa Siedleckiego Ośrodka Onkologii,['Other'],54925422.8,41493698.8,['mazowieckie'],MAZOWIECKI SZPITAL WOJEWÓDZKI IM. ŚW. JANA PAWŁA II W SIEDLCACH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PLN,Poland,2014-2020
353,"Zakup elektrycznego taboru autobusowego wraz z systemem inteligentnego zarządzania flotą, wraz z budową centralnej stacji ładowania i wymiany baterii oraz rozproszonych stacji szybkiego ładowania baterii w mieście Jaworzno.",['transport'],67155632.3,41437500.0,['śląskie'],"""PRZEDSIĘBIORSTWO KOMUNIKACJI MIEJSKIEJ"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W JAWORZNIE",PLN,Poland,2014-2020
354,Zwiększenie efektywności instalacji do odzysku surowców wtórnych w Zakładzie Gospodarki Odpadami Międzygminnego Kompleksu Unieszkodliwiania Odpadów ProNatura Sp. z o.o. w Bydgoszczy. W dniu 30.05 zostały zaktualizowane żródła finansowania w projekcie zgodnie z załacznikiem nr 3 do aneksu nr 2.,['environmental'],109238955.6,41416488.13,['kujawsko-pomorskie'],MIĘDZYGMINNY KOMPLEKS UNIESZKODLIWIANIA ODPADÓW PRONATURA SP. Z O.O.,PLN,Poland,2014-2020
355,„Modernizacja śluz odrzańskich na odcinku będącym w zarządzie RZGW Gliwice – przystosowanie do III klasy drogi wodnej” Faza II,['transport'],53037409.39,41408723.51,['śląskie'],PAŃSTWOWE GOSPODARSTWO WODNE WODY POLSKIE,PLN,Poland,2014-2020
356,Centrum Rozwoju Terapii Chorób Cywilizacyjnych i Związanych z Wiekiem,['education'],58732979.59,41390421.77,['małopolskie'],UNIWERSYTET JAGIELLOŃSKI - COLLEGIUM MEDICUM,PLN,Poland,2014-2020
357,Uporządkowanie gospodarki wodno–ściekowej i osadowej na terenie aglomeracji Ostrów Wielkopolski,['environmental'],80182464.22,41285714.35,['wielkopolskie'],WODKAN PRZEDSIĘBIORSTWO WODOCIĄGÓW I KANALIZACJI SPÓŁKA AKCYJNA,PLN,Poland,2014-2020
358,"Modernizacja wybranych dworców na liniach kolejowych 68, 91, 94",['transport'],60345710.66,41263279.3,"['małopolskie', ' podkarpackie']",POLSKIE KOLEJE PAŃSTWOWE S.A.,PLN,Poland,2014-2020
359,Budowa linii kolejowej nr 582 Czarnca - Włoszczowa Płn.,['Other'],60213758.11,41263079.05,['świętokrzyskie'],PKP POLSKIE LINIE KOLEJOWE S.A.,PLN,Poland,2014-2020
360,Zmniejszenie negatywnego wpływu transportu publicznego na środowisko naturalne i poprawa jakości transportu poprzez zakup nowych ekologicznych autobusów niskopodłogowych,['transport'],59406970.5,41003022.5,['śląskie'],PRZEDSIĘBIORSTWO KOMUNIKACJI MIEJSKIEJ KATOWICE SP. Z O.O.,PLN,Poland,2014-2020
361,Modernizacja wybranych dworców przy linii kolejowej nr 6 na odcinku Warszawa Wschodnia – Białystok - Kuźnica Białostocka,['transport'],59011670.62,40999595.41,"['mazowieckie', ' podlaskie']",POLSKIE KOLEJE PAŃSTWOWE S.A.,PLN,Poland,2014-2020
362,Utworzenie Ośrodka Inteligentnych Specjalizacji w Zakresie Innowacyjnych Technologii Przemysłowych oraz Bezpieczeństwa Technicznego i Środowiskowego,['research and study'],57480976.82,40816638.37,['mazowieckie'],INSTYTUT TECHNOLOGII EKSPLOATACJI - PAŃSTWOWY INSTYTUT BADAWCZY,PLN,Poland,2014-2020
363,"Modernizacja stopnia wodnego Rędzin na Odrze w km 260,7 – przystosowanie do III kl. drogi wodnej",['transport'],59401114.14,40813506.47,['dolnośląskie'],PAŃSTWOWE GOSPODARSTWO WODNE WODY POLSKIE,PLN,Poland,2014-2020
364,Wspieranie realizacji II etapu wdrażania Zintegrowanego Systemu Kwalifikacji na poziomie administracji centralnej oraz instytucji nadających kwalifikacje i zapewniających jakość nadawanych kwalifikacji.,['administration'],48307243.28,40713344.64,['projekt ogólnopolski'],INSTYTUT BADAŃ EDUKACYJNYCH,PLN,Poland,2014-2020
365,Czas na przesiadkę w Aglomeracji Opolskiej,['transport'],79409578.21,40664237.36,['opolskie'],MIASTO OPOLE,PLN,Poland,2014-2020
366,Poprawa bezpieczeństwa kolejowego poprzez budowę Systemu Egzaminowania i Monitorowania Maszynistów,['transport'],47626604.8,40482614.04,['projekt ogólnopolski'],URZĄD TRANSPORTU KOLEJOWEGO,PLN,Poland,2014-2020
367,Opolskie przeciw COVID–19,['work and social development'],47589564.96,40451130.21,['opolskie'],WOJEWÓDZTWO OPOLSKIE,PLN,Poland,2014-2020
368,Rozbudowa niskoemisyjnego systemu transportu publicznego aglomeracji sądeckiej,['transport'],63588037.66,40036677.01,['małopolskie'],MIEJSKIE PRZEDSIĘBIORSTWO KOMUNIKACYJNE SPÓŁKA Z O.O. W NOWYM SĄCZU,PLN,Poland,2014-2020
369,Budowa Centrum Innowacji oraz Badań Prozdrowotnej i Bezpiecznej Żywności,['Other'],65428300.79,39933878.77,['małopolskie'],UNIWERSYTET ROLNICZY IM. HUGONA KOŁŁĄTAJA W KRAKOWIE,PLN,Poland,2014-2020
370,"Rozbudowa DW768 na odc.Jędrzejów-granica woj.wraz z obwodnicami m.Jędrzejów,Działoszyc,Skalbmierz,Topola, Kazimierza Wlk./Rozbudowa DW768 od km ok.49+200(ist.51+300)do km ok.64+163 (ist.66+152,48) wraz z budową obwodnicy m. Kazimierza Wlk. oraz budową obwodu drog.-w systemie zaprojektuj-zbuduj/",['transport'],62955549.0,39856008.13,['świętokrzyskie'],SWIĘTOKRZYSKI ZARZĄD DRÓG WOJEWÓDZKICH,PLN,Poland,2014-2020
371,Przebudowa ul. Gdyńskiej (DW 196) od skrzyżowania z ul. Bałtycką do granicy miasta.,['transport'],94115817.97,39695289.62,['wielkopolskie'],GMINA MIASTO POZNAŃ,PLN,Poland,2014-2020
372,Budowa i przebudowa infrastruktury związanej z rozwojem funkcji gospodarczych na szlakach wodnych Wielkich Jezior Mazurskich wraz z budową śluzy „Guzianka II” i remontem śluzy „Guzianka I”/ Etap II A – udrożnienie szlaku wodnego na ...,['environmental'],83324512.81,39556013.52,['warmińsko-mazurskie'],STOWARZYSZENIE WIELKIE JEZIORA MAZURSKIE 2020,PLN,Poland,2014-2020
373,Gospodarka wodno-ściekowa w Krakowie – Etap VI,['environmental'],76835499.59,39230169.71,['małopolskie'],MIEJSKIE PRZEDSIĘBIORSTWO WODOCIĄGÓW I KANALIZACJI W KRAKOWIE SPÓŁKA AKCYJNA,PLN,Poland,2014-2020
374,Szlakiem Architektury Włókienniczej. Rewitalizacja Księżego Młyna,['revitalization'],72584262.99,39204869.38,['łódzkie'],MIASTO ŁÓDŹ,PLN,Poland,2014-2020
375,"Poprawa dostępności do węzłów autostrady A4 Gogolin i Olszowa. Etap II. Zadanie 5. Budowa obwodnicy m. Malni i Choruli w ciągu drogi wojewódzkiej nr 423 na odcinku od km 20+846,46 do km 27+010,10",['transport'],45603839.85,38762317.38,['opolskie'],WOJEWÓDZTWO OPOLSKIE,PLN,Poland,2014-2020
376,Poprawa komunikacji publicznej w Starachowicach poprzez modernizację infrastruktury i zakup taboru niskoemisyjnego - etap II,['Other'],51510609.57,38545139.9,['świętokrzyskie'],GMINA STARACHOWICE,PLN,Poland,2014-2020
377,"Rozbudowa drogi wojewódzkiej Nr 814 Radzyń Podlaski - Suchowola - Żminne na odcinku od km 6+600 do km 20+815 o dł. 14,215 km",['transport'],45798640.34,38394657.29,['lubelskie'],WOJEWÓDZTWO LUBELSKIE,PLN,Poland,2014-2020
378,Budowa sieci tras rowerowych Pomorza Zachodniego – Trasa Pojezierna,['environmental'],45203481.85,38380689.06,['zachodniopomorskie'],WOJEWÓDZTWO ZACHODNIOPOMORSKIE,PLN,Poland,2014-2020
379,Ochrona Dziedzictwa Kulturowego Śląska – Przebudowa i Zintegrowany Remont Konserwatorski Obiektów Muzeum Archidiecezjalnego oraz Adaptacja Biblioteki Archidiecezjalnej we Wrocławiu,['cultural'],55662084.67,38103520.6,['dolnośląskie'],FUNDACJA DLA OSTROWA TUMSKIEGO WE WROCŁAWIU,PLN,Poland,2014-2020
380,Zintegrowany system oznakowania nawigacyjnego z elementami e-Navigation,['transport'],44318423.28,37670659.68,['pomorskie'],URZĄD MORSKI W GDYNI,PLN,Poland,2014-2020
381,Zwiększenie dostępu do zasobów kultury poprzez rozbudowę trasy zwiedzania Państwowego Muzeum Auschwitz-Birkenau o przestrzeń poobozową budynków Schlachthaus i Molkerei oraz przebudowę sali kinowej,['cultural'],62582994.61,37391614.75,['małopolskie'],PAŃSTWOWE MUZEUM AUSCHWITZ-BIRKENAU W OŚWIĘCIMIU,PLN,Poland,2014-2020
382,Modernizacja zakładów radioterapii Centrum Onkologii - Instytutu w Warszawie,['Other'],46709481.85,37366601.48,['mazowieckie'],CENTRUM ONKOLOGII-INSTYTUT IM. MARII SKŁODOWSKIEJ-CURIE,PLN,Poland,2014-2020
383,EPOS - System Obserwacji Płyty Europejskiej (EPOS-PL+),['education'],51586050.31,37232311.3,"['dolnośląskie', ' małopolskie', ' śląskie', ' wielkopolskie']",GŁÓWNY INSTYTUT GÓRNICTWA,PLN,Poland,2014-2020
384,Przeszłość przyszłości – remont i wyposażenie Muzeum Książąt Czartoryskich - Muzeum Narodowe w Krakowie w celu udostępnienia unikatowej kolekcji,['cultural'],56372531.5,37124075.43,['małopolskie'],MUZEUM NARODOWE W KRAKOWIE,PLN,Poland,2014-2020
385,Projekt rozwoju połączeń intermodalnych dzięki zakupowi lokomotyw,['transport'],96095589.1,37073146.02,['projekt ogólnopolski'],LAUDE SMART INTERMODAL S.A.,PLN,Poland,2014-2020
386,Budowa nowego odcinka drogi wojewódzkiej nr 984 od m. Piątkowiec przez m. Rzędzianowice do ul. Sienkiewicza w Mielcu wraz z budową mostu na rzece Wisłoka – etap I,['transport'],46005815.72,37056486.93,['podkarpackie'],WOJEWÓDZTWO PODKARPACKIE,PLN,Poland,2014-2020
387,Partnerstwo na rzecz rozwoju dolnośląskich MMŚP i ich pracowników,['development of the corporations'],43524945.59,36996022.79,['dolnośląskie'],AGENCJA ROZWOJU REGIONALNEGO ARLEG S.A.,PLN,Poland,2014-2020
388,„Budowa obwodnicy Gąbina w ciągu drogi wojewódzkiej nr 577 relacji Łąck - Ruszki na terenie m. Gąbin”,['transport'],46772064.19,36513797.39,['mazowieckie'],WOJEWÓDZTWO MAZOWIECKIE / URZĄD MARSZAŁKOWSKI WOJEWÓDZTWA MAZOWIECKIEGO W WARSZAWIE,PLN,Poland,2014-2020
389,Zakup i modernizacja kolejowego taboru pasażerskiego o napędzie elektrycznym,['Other'],44815050.0,36435000.0,['projekt ogólnopolski'],WOJEWÓDZTWO ZACHODNIOPOMORSKIE,PLN,Poland,2014-2020
390,Przebudowa ul. Marynarskiej na odc. ul. Taśmowa – ul. Rzymowskiego,['transport'],52076270.03,36416615.22,['mazowieckie'],MIASTO STOŁECZNE WARSZAWA,PLN,Poland,2014-2020
391,"Modernizacja wybranych dworców przy liniach kolejowych nr 353, 131 oraz 3",['transport'],79261632.24,36392267.47,"['kujawsko-pomorskie', ' wielkopolskie']",POLSKIE KOLEJE PAŃSTWOWE S.A.,PLN,Poland,2014-2020
392,"""Aktywizacja osób bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym Urzędzie Pracy w Częstochowie (IV)""",['work and social development'],42691789.5,36288021.07,['śląskie'],MIASTO CZĘSTOCHOWA / POWIATOWY URZĄD PRACY W CZĘSTOCHOWIE,PLN,Poland,2014-2020
393,"Rozbudowa drogi wojewódzkiej Nr 766 na odcinku Pińczów - Węchadłów do skrzyżowania z DW 768 dł. ok. 27,0 km /Budowa obwodnicy Pińczowa/",['transport'],53306118.85,36215201.01,['świętokrzyskie'],ŚWIĘTOKRZYSKI ZARZĄD DRÓG WOJEWÓDZKICH,PLN,Poland,2014-2020
394,"Krzysztofory od nowa – Muzeum Kompletne: modernizacja i remont konserwatorski Pałacu Krzysztofory wraz z przystosowaniem jego funkcji do realizacji zadań nowoczesnego, wielofunkcyjnego obiektu muzealnego",['cultural'],59918417.04,36204914.18,['małopolskie'],MUZEUM HISTORYCZNE MIASTA KRAKOWA,PLN,Poland,2014-2020
395,Zagospodarowanie zdegradowanej przestrzeni publicznej na terenie miasta Zielona Góra,"['work and social development', 'revitalization']",49660410.77,36134293.77,['lubuskie'],MIASTO ZIELONA GÓRA,PLN,Poland,2014-2020
396,Opolskie szkolnictwo zawodowe dla rynku pracy,['education'],42267627.49,35927483.36,['opolskie'],WOJEWÓDZTWO OPOLSKIE,PLN,Poland,2014-2020
397,Rozwój systemu gospodarowania wodami opadowymi na terenie Gdyni - część II,['environmental'],51842382.19,35777631.7,['pomorskie'],GMINA MIASTA GDYNI,PLN,Poland,2014-2020
398,Wsparcie rozwoju OZE na terenie ROF - projekt parasolowy.,['power engineering'],45878731.94,35728140.19,['podkarpackie'],STOWARZYSZENIE RZESZOWSKIEGO OBSZARU FUNKCJONALNEGO,PLN,Poland,2014-2020
399,"Wyeliminowanie terytorialnych różnic w możliwości dostępu do szerokopasmowego Internetu o wysokich przepustowościach w podregionie poznańskim i Poznaniu, ID: 3.4.30.61.62.",['Other'],131627667.0,35393403.86,['wielkopolskie'],FIBERHOST S.A,PLN,Poland,2014-2020
400,Prace na linii kolejowej nr 28 Wieliszew - Zegrze,['Other'],54845295.63,35331296.23,['mazowieckie'],POLSKIE KOLEJE PAŃSTWOWE POLSKIE LINIE KOLEJOWE SPÓŁKA AKCYJNA,PLN,Poland,2014-2020
401,Rozwój systemu gospodarowania wodami opadowymi na terenie Gdyni - część III,['environmental'],50694627.56,35169534.32,['pomorskie'],GMINA MIASTA GDYNI,PLN,Poland,2014-2020
402,Budowa północnej obwodnicy Chmielnika w ciągu DW 765 od skrzyżowania z DK 73,['transport'],47694240.33,35150090.88,['świętokrzyskie'],WOJEWÓDZTWO ŚWIĘTOKRZYSKIE,PLN,Poland,2014-2020
403,"Sieć NGA dla obszaru kieleckiego ""B"" 3.3.26.52b",['Other'],94748678.58,35150010.59,['świętokrzyskie'],NEXERA SP. Z O.O.,PLN,Poland,2014-2020
404,"Sieć NGA dla obszaru sandomiersko-jędrzejowskiego ""A"" 3.3.26.53a",['Other'],60558775.71,35060908.3,['świętokrzyskie'],NEXERA SP. Z O.O.,PLN,Poland,2014-2020
405,Ograniczenie zanieczyszczeń emitowanych do powietrza poprzez odnowienie taboru autobusowego wraz z budową placu parkingowego,['transport'],51940040.87,34865593.89,['śląskie'],PRZEDSIĘBIORSTWO KOMUNIKACJI MIEJSKIEJ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PLN,Poland,2014-2020
406,NSMET Narodowa Sieć Metrologii Współrzędnościowej,['education'],51664824.82,34815103.21,"['małopolskie', ' wielkopolskie']",POLITECHNIKA KRAKOWSKA IM. TADEUSZA KOŚCIUSZKI,PLN,Poland,2014-2020
407,Centrum badawcze prośrodowiskowych i energooszczędnych materiałów oraz technologii (CeBMaT),['education'],44526847.48,34797523.47,['lubelskie'],POLITECHNIKA LUBELSKA,PLN,Poland,2014-2020
408,Uporządkowanie systemu gospodarowania wodami opadowymi w Katowicach – Etap I,['environmental'],68708415.53,34773782.1,['śląskie'],KATOWICKA INFRASTRUKTURA WODOCIĄGOWO - KANALIZACYJNA SP Z O.O.,PLN,Poland,2014-2020
409,Modernizacja oczyszczalni ścieków oraz rozbudowa i modernizacja kanalizacji na terenie Gminy Łask,['environmental'],67461569.62,34682212.34,['łódzkie'],MIEJSKIE PRZEDSIĘBIORSTWO WODOCIĄGÓW I KANALIZACJI SP. Z O.O. W ŁASKU,PLN,Poland,2014-2020
410,Wdrożenie wyników prac B+R w firmie WITPOL Sp. z o.o. poprzez przeprowadzenie inwestycji w postaci prac budowlanych i zakupu środków trwałych w celu wdrożenia innowacji.,['research and study'],96601009.74,34655557.5,['lubuskie'],WITPOL SP. Z O.O.,PLN,Poland,2014-2020
411,Układ obwodnicowy miasta Włoszczowa - budowa obwodnicy miasta Włoszczowa w ciągu drogi wojewódzkiej Nr 786 wraz z połączeniem z drogą wojewódzką 742 i 785/Etap I - Obwodnica Włoszczowy w ciągu DW 786/,['transport'],65641500.54,34584636.4,['świętokrzyskie'],ŚWIĘTOKRZYSKI ZARZĄD DRÓG WOJEWÓDZKICH,PLN,Poland,2014-2020
412,Kompleksowa modernizacja energetyczna budynku Collegium Altum Uniwersytetu Ekonomicznego w Poznaniu,['power engineering'],46447119.92,34572106.72,['wielkopolskie'],UNIWERSYTET EKONOMICZNY W POZNANIU,PLN,Poland,2014-2020
413,"Rozbudowa drogi wojewódzkiej Nr 846 Małochwiej Duży - Wojsławice - Teratyn od km 6+100 do km 12+100 oraz od km 12+910 do km 21+393 o dł. 14,483 km",['transport'],45835976.39,34555433.08,['lubelskie'],WOJEWÓDZTWO LUBELSKIE,PLN,Poland,2014-2020
414,"Sieć NGA dla obszaru piotrkowskiego ""A"" 3.1.10.17a",['Other'],68894190.51,34505910.87,['łódzkie'],NEXERA SPÓŁKA Z O.O.,PLN,Poland,2014-2020
415,"Dobudowa pawilonu do budynku szpitala w SPZOZ w Kraśniku w celu poprawy dostępności i jakości świadczonych usług, zabezpieczenia świadczeń na oddziałach ginekologicznym, położniczym i neonatologicznym oraz reorganizacji funkcjonowania szpitala",['Other'],34680889.95,34302978.12,['lubelskie'],SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W KRAŚNIKU,PLN,Poland,2014-2020
416,Kompleksowa modernizacja energetyczna budynków użyteczności publicznej na terenie Gdyni,['power engineering'],97630898.32,34098653.52,['pomorskie'],GMINA MIASTA GDYNI,PLN,Poland,2014-2020
417,Łomża - Śniadowo - przebudowa drogi wojewódzkiej Nr 677,['transport'],43134861.36,33999961.94,['podlaskie'],WOJEWÓDZTWO PODLASKIE,PLN,Poland,2014-2020
418,Budowa nowego pawilonu oraz przebudowa I piętra segmentu A wraz z doposażeniem z przeznaczeniem na Świętokrzyskie Centrum Chorób Płuc w Wojewódzkim Szpitalu Specjalistycznym im. św. Rafała w Czerwonej Górze.,['work and social development'],47459383.14,33601157.05,['świętokrzyskie'],WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. ŚW. RAFAŁA W CZERWONEJ GÓRZE,PLN,Poland,2014-2020
419,"Sieć NGA dla obszaru kieleckiego ""A"" 3.3.26.52a",['Other'],68752025.88,33598893.73,['świętokrzyskie'],NEXERA SP. Z O.O.,PLN,Poland,2014-2020
420,"Kwiatkowice - Rogów Legnicki - odbudowa wałów p/pow., gm. Prochowice",['security'],54455803.28,33375021.28,['dolnośląskie'],PAŃSTWOWE GOSPODARSTWO WODNE WODY POLSKIE,PLN,Poland,2014-2020
421,Rozbudowa infrastruktury komunikacyjnej w ciągu ul. Rotmistrza W. Pileckiego w Siedlcach,['transport'],56385776.28,33369188.69,['mazowieckie'],MIASTO SIEDLCE,PLN,Poland,2014-2020
422,Stworzenie warunków do wykorzystania transportu multimodalnego przez budowę w rejonie dworca kolejowego w Ciechanowie drogowo–kolejowego węzła przesiadkowego wraz z przebudową ul. Sienkiewicza (droga dojazdowa do dworca PKP) i rozbudową sieci dróg dla rowerów oraz ograniczenie niskiej emisji w Ciechanowie poprzez budowę nowej obwodowej drogi gminnej na potrzeby rozbudowy miejskiego systemu komunikacji zbiorowej,['environmental'],42176426.88,33303221.5,['mazowieckie'],GMINA MIEJSKA CIECHANÓW,PLN,Poland,2014-2020
423,DYWERSYFIKACJA DZIAŁALNOŚCI POPRZEZ ZAKUP TABORU KOLEJOWEGO I URZĄDZEŃ PRZEŁADUNKOWYCH W CELU ŚWIADCZENIA USŁUG TRANSPORTU INTERMODALNEGO,['transport'],83505406.02,33294405.75,['projekt ogólnopolski'],SILVA LS SP. Z O.O.,PLN,Poland,2014-2020
424,Modernizacja kształcenia zawodowego w Mieście Zielona Góra - projekty realizowane poza formułą ZIT,['education'],39115136.29,33247865.84,['lubuskie'],MIASTO ZIELONA GÓRA,PLN,Poland,2014-2020
425,"Kursy podnoszące kwalifikacje kadry medycznej udzielającej świadczeń zdrowotnych, w tym w związku z chorobą zakaźną, w szczególności COVID-19",['Other'],33214116.24,33214116.24,['projekt ogólnopolski'],MINISTER WŁAŚCIWY DS. ZDROWIA - DEPARTAMENT ROZWOJU KADR MEDYCZNYCH,PLN,Poland,2014-2020
426,"Opracowanie innowacyjnych technologii z zakresu aktywnego bezpieczeństwa, które zostaną zastosowane w zaawansowanych systemach wspomagania kierowcy (ADAS) i w systemach jazdy autonomicznej, przeznaczonych do produkcji seryjnej",['development of the corporations'],66205194.22,33187108.78,['małopolskie'],APTIV SERVICES POLAND S.A.,PLN,Poland,2014-2020
427,Centrum żywności i żywienia - modernizacja kampusu SGGW w celu stworzenia Centrum Badawczo-Rozwojowego Żywności i Żywienia (CŻiŻ),['research and study'],42428146.34,32921313.93,['mazowieckie'],SZKOŁA GŁÓWNA GOSPODARSTWA WIEJSKIEGO W WARSZAWIE: WYDZIAŁ NAUK O ŻYWNOŚCI I WYDZIAŁ NAUK O ŻYWIENIU CZŁOWIEKA I KONSUMPCJI,PLN,Poland,2014-2020
428,Przebudowa drogi krajowej nr 12 w granicach miasta Leszna,['transport'],68994669.03,32622921.25,['wielkopolskie'],MIASTO LESZNO,PLN,Poland,2014-2020
429,"Przebudowa DW 789 od węzła autostradowego przez Gniazdów, Koziegłowy do Lgota Nadwarcie, etap I budowa obwodnicy miasta Woźniki",['transport'],41541876.94,32330225.59,['śląskie'],WOJEWÓDZTWO ŚLĄSKIE,PLN,Poland,2014-2020
430,Mobilny MOF Stalowej Woli,['transport'],49451855.62,32250069.88,['podkarpackie'],GMINA STALOWA WOLA,PLN,Poland,2014-2020
431,NERW PW Nauka - Edukacja - Rozwój - Współpraca,['education'],37985430.39,32014120.73,['projekt ogólnopolski'],POLITECHNIKA WARSZAWSKA,PLN,Poland,2014-2020
432,Dostosowanie terminala kontenerowego DB Port Szczecin do obsługi statków o większym tonażu.,['transport'],72372915.09,31890694.98,['zachodniopomorskie'],DB PORT SZCZECIN SP. Z O.O.,PLN,Poland,2014-2020
433,Rozbudowa skrzyżowania ulicy Warszawskiej z ulicą Kolską w Koninie,['transport'],38840753.91,31773068.59,['wielkopolskie'],MIASTO KONIN,PLN,Poland,2014-2020
434,Budowa mostu w m. Dębno i Szlembark wraz z dojazdami w ciągu DW 969,['transport'],33507786.21,31712863.53,['małopolskie'],WOJEWÓDZTWO MAŁOPOLSKIE,PLN,Poland,2014-2020
435,Sieć NGA dla obszaru inowrocławskiego 3.6.04.67,['Other'],54785781.78,31683270.86,['kujawsko-pomorskie'],NEXERA SPÓŁKA Z O.O.,PLN,Poland,2014-2020
436,Przebudowa ulicy Kostrzyńskiej,['transport'],55970442.87,31676001.22,['lubuskie'],MIASTO GORZÓW WIELKOPOLSKI,PLN,Poland,2014-2020
437,Rozbudowa drogi wojewódzkiej nr 504 Pogrodzie - Braniewo na odcinku Pogrodzie - Frombork,['transport'],39963196.87,31561678.47,['warmińsko-mazurskie'],WOJEWÓDZTWO WARMIŃSKO-MAZURSKIE,PLN,Poland,2014-2020
438,Budowa Kieleckiego Centrum Kształcenia Zawodowego i Ustawicznego na rzecz wzrostu gospodarczego regionu świętokrzyskiego,['education'],49106961.0,31455000.0,['świętokrzyskie'],GMINA KIELCE,PLN,Poland,2014-2020
